,service_date,scheduled,scheduled,scheduled,scheduled,scheduled,scheduled,scheduled,scheduled,scheduled,timeliness,timeliness,timeliness,timeliness,timeliness,timeliness,timeliness,timeliness,timeliness,route_bin
stop_sequence,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,
0,2018-08-06,25680.0,25740.0,26040.0,26220.0,26520.0,26760.0,27060.0,27300.0,27480.0,On Time,On Time,On Time,Late,Late,Late,Late,Late,On Time,1900-01-01 07:00:00
1,2018-08-06,27420.0,27480.0,27840.0,28140.0,28440.0,28740.0,29100.0,29340.0,29520.0,On Time,On Time,Late,Late,Late,Late,Late,Late,Late,1900-01-01 07:30:00
2,2018-08-06,29100.0,29160.0,29520.0,29820.0,30120.0,30420.0,30780.0,31020.0,31200.0,On Time,On Time,Late,Late,Late,Late,Late,Late,Late,1900-01-01 08:00:00
3,2018-08-06,30780.0,30840.0,31200.0,31500.0,31800.0,32100.0,32460.0,32700.0,32880.0,Late,Late,Late,Late,Late,Late,Late,Late,Late,1900-01-01 08:30:00
4,2018-08-06,32400.0,32460.0,32820.0,33120.0,33420.0,33720.0,34080.0,34320.0,34440.0,On Time,On Time,Late,Late,Late,Late,Late,Late,Late,1900-01-01 09:00:00
5,2018-08-06,34860.0,34920.0,35280.0,35580.0,35880.0,36180.0,36540.0,36780.0,36900.0,On Time,On Time,On Time,Late,Late,Late,Late,Late,Late,1900-01-01 09:30:00
6,2018-08-06,37320.0,37380.0,37740.0,38040.0,38340.0,38640.0,39000.0,39240.0,39420.0,On Time,Late,Late,Late,Late,Late,Late,Late,On Time,1900-01-01 10:00:00
7,2018-08-06,38220.0,38280.0,38700.0,39000.0,39300.0,39600.0,39960.0,40200.0,40380.0,Late,Late,Late,Late,Late,Late,Late,Late,Late,1900-01-01 10:30:00
8,2018-08-06,40020.0,40080.0,40500.0,40800.0,41100.0,41400.0,41760.0,42000.0,42180.0,On Time,Late,Late,Late,Late,Late,Late,Late,Late,1900-01-01 11:00:00
9,2018-08-06,42720.0,42780.0,43200.0,43500.0,43800.0,44100.0,44460.0,44700.0,44880.0,Early,On Time,On Time,On Time,On Time,On Time,Late,Late,Late,1900-01-01 11:30:00
10,2018-08-06,43620.0,43680.0,44100.0,44400.0,44700.0,45000.0,45360.0,45600.0,45780.0,Late,Late,Late,Late,Late,Late,Late,On Time,Late,1900-01-01 12:00:00
11,2018-08-06,45420.0,45480.0,45900.0,46200.0,46500.0,46800.0,47160.0,47400.0,47580.0,On Time,On Time,Late,Late,Late,Late,Late,Late,Late,1900-01-01 12:30:00
12,2018-08-06,47220.0,47280.0,47700.0,48000.0,48300.0,48600.0,48960.0,49200.0,49380.0,On Time,Late,Late,On Time,On Time,On Time,On Time,On Time,On Time,1900-01-01 13:00:00
13,2018-08-06,49020.0,49080.0,49500.0,49800.0,50100.0,50400.0,50760.0,51000.0,51180.0,On Time,On Time,Late,Late,Late,Late,Late,Late,Late,1900-01-01 13:30:00
14,2018-08-06,50700.0,50760.0,51180.0,51480.0,51780.0,52080.0,52440.0,52680.0,52860.0,On Time,On Time,On Time,On Time,On Time,On Time,Early,On Time,On Time,1900-01-01 14:00:00
15,2018-08-06,52200.0,52260.0,52680.0,52980.0,53280.0,53580.0,53940.0,54180.0,54360.0,Late,Late,Late,Late,Late,Late,Late,Late,Late,1900-01-01 14:30:00
16,2018-08-06,54240.0,54300.0,54720.0,55020.0,55320.0,55620.0,55980.0,56220.0,56400.0,On Time,On Time,On Time,Late,Late,Late,Late,Late,Late,1900-01-01 15:00:00
17,2018-08-06,55980.0,56040.0,56460.0,56760.0,57060.0,57360.0,57780.0,58080.0,58200.0,On Time,Late,Late,Late,Late,Late,Late,Late,Late,1900-01-01 15:30:00
18,2018-08-06,59220.0,59280.0,59760.0,60060.0,60540.0,60840.0,61320.0,61620.0,61740.0,On Time,Late,Late,Late,Late,Late,Late,Late,Late,1900-01-01 16:00:00
19,2018-08-06,59700.0,59760.0,60240.0,60540.0,61020.0,61320.0,61800.0,62100.0,62220.0,On Time,On Time,On Time,On Time,On Time,On Time,On Time,Early,Early,1900-01-01 16:30:00
20,2018-08-06,61620.0,61680.0,62160.0,62460.0,62940.0,63240.0,63720.0,64020.0,64140.0,On Time,On Time,On Time,On Time,Early,Early,Early,Early,Early,1900-01-01 17:00:00
21,2018-08-06,63540.0,63600.0,64080.0,64380.0,64860.0,65100.0,65580.0,65760.0,66060.0,On Time,On Time,On Time,On Time,On Time,On Time,Late,Late,On Time,1900-01-01 17:30:00
22,2018-08-08,25680.0,25740.0,26040.0,26220.0,26520.0,26760.0,27060.0,27300.0,27480.0,Late,Late,Late,Late,Late,Late,Late,Late,Late,1900-01-01 07:00:00
23,2018-08-08,27420.0,27480.0,27840.0,28140.0,28440.0,28740.0,29100.0,29340.0,29520.0,On Time,Late,Late,Late,Late,Late,Late,Late,Late,1900-01-01 07:30:00
24,2018-08-08,29100.0,29160.0,29520.0,29820.0,30120.0,30420.0,30780.0,31020.0,31200.0,On Time,On Time,Late,Late,Late,Late,Late,Late,Late,1900-01-01 08:00:00
25,2018-08-08,31320.0,31380.0,31740.0,32040.0,32340.0,32640.0,33000.0,33240.0,33420.0,Late,Late,Late,Late,Late,Late,Late,Late,Late,1900-01-01 08:30:00
26,2018-08-08,32400.0,32460.0,32820.0,33120.0,33420.0,33720.0,34080.0,34320.0,34440.0,On Time,On Time,On Time,Late,Late,Late,Late,Late,Late,1900-01-01 09:00:00
27,2018-08-08,34860.0,34920.0,35280.0,35580.0,35880.0,36180.0,36540.0,36780.0,36900.0,Late,Late,Late,Late,Late,Late,Late,Late,Late,1900-01-01 09:30:00
28,2018-08-08,36480.0,36540.0,36900.0,37200.0,37500.0,37800.0,38160.0,38400.0,38580.0,On Time,On Time,Late,Late,Late,Late,Late,Late,On Time,1900-01-01 10:00:00
29,2018-08-08,38220.0,38280.0,38700.0,39000.0,39300.0,39600.0,39960.0,40200.0,40380.0,On Time,On Time,Late,Late,Late,Late,Late,Late,Late,1900-01-01 10:30:00
